x432,y1
0,5822
0,5823
0,5824
0,5825
1,5831
1,5832
1,5833
1,5834
1,5835
1,5841
1,5842
1,5843
1,5844
1,5845
1,5851
1,5852
1,5853
1,5854
1,5855
0,5861
0,5862
0,5863
0,5864
0,5865
0,5871
0,5872
0,5873
0,5874
0,5875
1,5881
1,5882
1,5883
1,5884
1,5885
1,5891
1,5892
1,5893
1,5894
1,5895
1,5901
1,5902
1,5903
1,5904
1,5905
1,5911
1,5912
1,5913
1,5914
1,5915
1,5921
1,5922
1,5923
1,5924
1,5925
5,5931
5,5932
5,5933
5,5934
5,5935
5,5941
5,5942
5,5943
5,5944
5,5945
1,5951
1,5952
1,5953
1,5954
1,5955
1,5961
1,5962
1,5963
1,5964
1,5965
1,5971
1,5972
1,5973
1,5974
1,5975
1,5981
1,5982
1,5983
1,5984
1,5985
5,5991
5,5992
5,5993
5,5994
5,5995
5,6001
5,6002
5,6003
5,6004
5,6005
1,6011
1,6012
1,6013
1,6014
1,6015
1,6021
1,6022
1,6023
1,6024
1,6025
3,6031
3,6032
3,6033
3,6034
3,6035
1,6041
1,6042
1,6043
1,6044
1,6045
3,6051
3,6052
3,6053
3,6054
3,6055
0,6061
0,6062
0,6063
0,6064
0,6065
0,6071
0,6072
0,6073
0,6074
0,6075
1,6081
1,6082
1,6083
1,6084
1,6085
1,6091
1,6092
1,6093
1,6094
1,6095
1,6101
1,6102
1,6103
1,6104
1,6105
1,6111
1,6112
1,6113
1,6114
1,6115
1,6121
1,6122
1,6123
1,6124
1,6125
1,6131
1,6132
1,6133
1,6134
1,6135
5,6141
5,6142
5,6143
5,6144
5,6145
0,6151
0,6152
0,6153
0,6154
0,6155
1,6161
1,6162
1,6163
1,6164
1,6165
0,6171
0,6172
0,6173
0,6174
0,6175
0,6181
0,6182
0,6183
0,6184
0,6185
1,6191
1,6192
1,6193
1,6194
1,6195
0,6201
0,6202
0,6203
0,6204
0,6205
5,6211
5,6212
5,6213
5,6214
5,6215
0,6221
0,6222
0,6223
0,6224
0,6225
3,6231
3,6232
3,6233
3,6234
3,6235
1,6241
1,6242
1,6243
1,6244
1,6245
3,6251
3,6252
3,6253
3,6254
3,6255
3,6261
3,6262
3,6263
3,6264
3,6265
1,6271
1,6272
1,6273
1,6274
1,6275
1,6281
1,6282
1,6283
1,6284
1,6285
3,6291
3,6292
3,6293
3,6294
3,6295
1,6301
1,6302
1,6303
1,6304
1,6305
1,6311
1,6312
1,6313
1,6314
1,6315
5,6321
5,6322
5,6323
5,6324
5,6325
0,6331
0,6332
0,6333
0,6334
0,6335
1,6341
1,6342
1,6343
1,6344
1,6345
1,6351
1,6352
1,6353
1,6354
1,6355
0,6361
0,6362
0,6363
0,6364
0,6365
5,6371
5,6372
5,6373
5,6374
5,6375
1,6381
1,6382
1,6383
1,6384
1,6385
3,6391
3,6392
3,6393
3,6394
3,6395
0,6401
0,6402
0,6403
0,6404
0,6405
0,6411
0,6412
0,6413
0,6414
0,6415
3,6421
3,6422
3,6423
3,6424
3,6425
1,6431
1,6432
1,6433
1,6434
1,6435
1,6441
1,6442
1,6443
1,6444
1,6445
1,6451
1,6452
1,6453
1,6454
1,6455
1,6461
1,6462
1,6463
1,6464
1,6465
5,6471
5,6472
5,6473
5,6474
5,6475
1,6481
1,6482
1,6483
1,6484
1,6485
1,6491
1,6492
1,6493
1,6494
1,6495
1,6501
1,6502
1,6503
1,6504
1,6505
3,6511
3,6512
3,6513
3,6514
3,6515
1,6521
1,6522
1,6523
1,6524
1,6525
0,6531
0,6532
0,6533
0,6534
0,6535
1,6541
1,6542
1,6543
1,6544
1,6545
1,6551
1,6552
1,6553
1,6554
1,6555
5,6561
5,6562
5,6563
5,6564
5,6565
0,6571
0,6572
0,6573
0,6574
0,6575
3,6581
3,6582
3,6583
3,6584
3,6585
5,6591
5,6592
5,6593
5,6594
5,6595
0,6601
0,6602
0,6603
0,6604
0,6605
1,6611
1,6612
1,6613
1,6614
1,6615
5,6621
5,6622
5,6623
5,6624
5,6625
1,6631
1,6632
1,6633
1,6634
1,6635
3,6641
3,6642
3,6643
3,6644
3,6645
1,6651
1,6652
1,6653
1,6654
1,6655
1,6661
1,6662
1,6663
1,6664
1,6665
1,6671
1,6672
1,6673
1,6674
1,6675
1,6681
1,6682
1,6683
1,6684
1,6685
0,6691
0,6692
0,6693
0,6694
0,6695
3,6701
3,6702
3,6703
3,6704
3,6705
1,6711
1,6712
1,6713
1,6714
1,6715
3,6721
3,6722
3,6723
3,6724
3,6725
1,6731
1,6732
1,6733
1,6734
1,6735
1,6741
1,6742
1,6743
1,6744
1,6745
1,6751
1,6752
1,6753
1,6754
1,6755
0,6761
0,6762
0,6763
0,6764
0,6765
1,6771
1,6772
1,6773
1,6774
1,6775
0,6781
0,6782
0,6783
0,6784
0,6785
1,6791
1,6792
1,6793
1,6794
1,6795
1,6801
1,6802
1,6803
1,6804
1,6805
3,6811
3,6812
3,6813
3,6814
3,6815
1,6821
1,6822
1,6823
1,6824
1,6825
1,6831
1,6832
1,6833
1,6834
1,6835
1,6841
1,6842
1,6843
1,6844
1,6845
1,6851
1,6852
1,6853
1,6854
1,6855
3,6861
3,6862
3,6863
3,6864
3,6865
0,6871
0,6872
0,6873
0,6874
0,6875
1,6881
1,6882
1,6883
1,6884
1,6885
5,6891
5,6892
5,6893
5,6894
5,6895
1,6901
1,6902
1,6903
1,6904
1,6905
1,6911
1,6912
1,6913
1,6914
1,6915
1,6921
1,6922
1,6923
1,6924
1,6925
1,6931
1,6932
1,6933
1,6934
1,6935
0,6941
0,6942
0,6943
0,6944
0,6945
1,6951
1,6952
1,6953
1,6954
1,6955
1,6961
1,6962
1,6963
1,6964
1,6965
1,6971
1,6972
1,6973
1,6974
1,6975
5,6981
5,6982
5,6983
5,6984
5,6985
1,6991
1,6992
1,6993
1,6994
1,6995
5,7001
5,7002
5,7003
5,7004
5,7005
1,7011
1,7012
1,7013
1,7014
1,7015
1,7021
1,7022
1,7023
1,7024
1,7025
5,7031
5,7032
5,7033
5,7034
5,7035
1,7041
1,7042
1,7043
1,7044
1,7045
0,7051
0,7052
0,7053
0,7054
0,7055
1,7061
1,7062
1,7063
1,7064
1,7065
5,7071
5,7072
5,7073
5,7074
5,7075
1,7081
1,7082
1,7083
1,7084
1,7085
3,7091
3,7092
3,7093
3,7094
3,7095
1,7101
1,7102
1,7103
1,7104
1,7105
1,7111
1,7112
1,7113
1,7114
1,7115
5,7121
5,7122
5,7123
5,7124
5,7125
5,7131
5,7132
5,7133
5,7134
5,7135
1,7141
1,7142
1,7143
1,7144
1,7145
1,7151
1,7152
1,7153
1,7154
1,7155
3,7161
3,7162
3,7163
3,7164
3,7165
1,7171
1,7172
1,7173
1,7174
1,7175
1,7181
1,7182
1,7183
1,7184
1,7185
3,7191
3,7192
3,7193
3,7194
3,7195
3,7201
3,7202
3,7203
3,7204
3,7205
3,7211
3,7212
3,7213
3,7214
3,7215
0,7221
0,7222
0,7223
0,7224
0,7225
0,7231
0,7232
0,7233
0,7234
0,7235
1,7241
1,7242
1,7243
1,7244
1,7245
1,7251
1,7252
1,7253
1,7254
1,7255
0,7261
0,7262
0,7263
0,7264
0,7265
5,7271
5,7272
5,7273
5,7274
5,7275
1,7281
1,7282
1,7283
1,7284
1,7285
1,7291
1,7292
1,7293
1,7294
1,7295
0,7301
0,7302
0,7303
0,7304
0,7305
0,7311
0,7312
0,7313
0,7314
0,7315
1,7321
1,7322
1,7323
1,7324
1,7325
1,7331
1,7332
1,7333
1,7334
1,7335
5,7341
5,7342
5,7343
5,7344
5,7345
5,7351
5,7352
5,7353
5,7354
5,7355
1,7361
1,7362
1,7363
1,7364
1,7365
0,7371
0,7372
0,7373
0,7374
0,7375
0,7381
0,7382
0,7383
0,7384
0,7385
1,7391
1,7392
1,7393
1,7394
1,7395
1,7401
1,7402
1,7403
1,7404
1,7405
1,7411
1,7412
1,7413
1,7414
1,7415
5,7421
5,7422
5,7423
5,7424
5,7425
5,7431
5,7432
5,7433
5,7434
5,7435
5,7441
5,7442
5,7443
5,7444
5,7445
0,7451
0,7452
0,7453
0,7454
0,7455
5,7461
5,7462
5,7463
5,7464
5,7465
1,7471
1,7472
1,7473
1,7474
1,7475
1,7481
1,7482
1,7483
1,7484
1,7485
1,7491
1,7492
1,7493
1,7494
1,7495
0,7501
0,7502
0,7503
0,7504
0,7505
1,7511
1,7512
1,7513
1,7514
1,7515
1,7521
1,7522
1,7523
1,7524
1,7525
1,7531
1,7532
1,7533
1,7534
1,7535
0,7541
0,7542
0,7543
0,7544
0,7545
1,7551
1,7552
1,7553
1,7554
1,7555
1,7561
1,7562
1,7563
1,7564
1,7565
0,7571
0,7572
0,7573
0,7574
0,7575
1,7581
1,7582
1,7583
1,7584
1,7585
1,7591
1,7592
1,7593
1,7594
1,7595
0,7601
0,7602
0,7603
0,7604
0,7605
1,7611
1,7612
1,7613
1,7614
1,7615
1,7621
1,7622
1,7623
1,7624
1,7625
1,7631
1,7632
1,7633
1,7634
1,7635
0,7641
0,7642
0,7643
0,7644
0,7645
1,7651
1,7652
1,7653
1,7654
1,7655
1,7661
1,7662
1,7663
1,7664
1,7665
3,7671
3,7672
3,7673
3,7674
3,7675
1,7681
1,7682
1,7683
1,7684
1,7685
1,7691
1,7692
1,7693
1,7694
1,7695
5,7701
5,7702
5,7703
5,7704
5,7705
1,7711
1,7712
1,7713
1,7714
1,7715
1,7721
1,7722
1,7723
1,7724
1,7725
3,7731
3,7732
3,7733
3,7734
3,7735
3,7741
3,7742
3,7743
3,7744
3,7745
5,7751
5,7752
5,7753
5,7754
5,7755
3,7761
3,7762
3,7763
3,7764
3,7765
1,7771
1,7772
1,7773
1,7774
1,7775
1,7781
1,7782
1,7783
1,7784
1,7785
5,7791
5,7792
5,7793
5,7794
5,7795
0,7801
0,7802
0,7803
0,7804
0,7805
1,7811
1,7812
1,7813
1,7814
1,7815
0,7821
0,7822
0,7823
0,7824
0,7825
3,7831
3,7832
3,7833
3,7834
3,7835
1,7841
1,7842
1,7843
1,7844
1,7845
1,7851
1,7852
1,7853
1,7854
1,7855
0,7861
0,7862
0,7863
0,7864
0,7865
1,7871
1,7872
1,7873
1,7874
1,7875
1,7881
1,7882
1,7883
1,7884
1,7885
1,7891
1,7892
1,7893
1,7894
1,7895
1,7901
1,7902
1,7903
1,7904
1,7905
1,7911
1,7912
1,7913
1,7914
1,7915
5,7921
5,7922
5,7923
5,7924
5,7925
1,7931
1,7932
1,7933
1,7934
1,7935
1,7941
1,7942
1,7943
1,7944
1,7945
1,7951
1,7952
1,7953
1,7954
1,7955
0,7961
0,7962
0,7963
0,7964
0,7965
1,7971
1,7972
1,7973
1,7974
1,7975
1,7981
1,7982
1,7983
1,7984
1,7985
0,7991
0,7992
0,7993
0,7994
0,7995
3,8001
3,8002
3,8003
3,8004
3,8005
1,8011
1,8012
1,8013
1,8014
1,8015
3,8021
3,8022
3,8023
3,8024
3,8025
0,8031
0,8032
0,8033
0,8034
0,8035
3,8041
3,8042
3,8043
3,8044
3,8045
1,8051
1,8052
1,8053
1,8054
1,8055
1,8061
1,8062
1,8063
1,8064
1,8065
0,8071
0,8072
0,8073
0,8074
0,8075
5,8081
5,8082
5,8083
5,8084
5,8085
3,8091
3,8092
3,8093
3,8094
3,8095
1,8101
1,8102
1,8103
1,8104
1,8105
5,8111
5,8112
5,8113
5,8114
5,8115
0,8121
0,8122
0,8123
0,8124
0,8125
1,8131
1,8132
1,8133
1,8134
1,8135
1,8141
1,8142
1,8143
1,8144
1,8145
1,8151
1,8152
1,8153
1,8154
1,8155
0,8161
0,8162
0,8163
0,8164
0,8165
1,8171
1,8172
1,8173
1,8174
1,8175
0,8181
0,8182
0,8183
0,8184
0,8185
0,8191
0,8192
0,8193
0,8194
0,8195
0,8201
0,8202
0,8203
0,8204
0,8205
5,8211
5,8212
5,8213
5,8214
5,8215
0,8221
0,8222
0,8223
0,8224
0,8225
3,8231
3,8232
3,8233
3,8234
3,8235
1,8241
1,8242
1,8243
1,8244
1,8245
0,8251
0,8252
0,8253
0,8254
0,8255
5,8261
5,8262
5,8263
5,8264
5,8265
0,8271
0,8272
0,8273
0,8274
0,8275
3,8281
3,8282
3,8283
3,8284
3,8285
1,8291
1,8292
1,8293
1,8294
1,8295
0,8301
0,8302
0,8303
0,8304
0,8305
0,8311
0,8312
0,8313
0,8314
0,8315
1,8321
1,8322
1,8323
1,8324
1,8325
3,8331
3,8332
3,8333
3,8334
3,8335
1,8341
1,8342
1,8343
1,8344
1,8345
1,8351
1,8352
1,8353
1,8354
1,8355
0,8361
0,8362
0,8363
0,8364
0,8365
1,8371
1,8372
1,8373
1,8374
1,8375
3,8381
3,8382
3,8383
3,8384
3,8385
1,8391
1,8392
1,8393
1,8394
1,8395
1,8401
1,8402
1,8403
1,8404
1,8405
1,8411
1,8412
1,8413
1,8414
1,8415
1,8421
1,8422
1,8423
1,8424
1,8425
1,8431
1,8432
1,8433
1,8434
1,8435
1,8441
1,8442
1,8443
1,8444
1,8445
0,8451
0,8452
0,8453
0,8454
0,8455
1,8461
1,8462
1,8463
1,8464
1,8465
1,8471
1,8472
1,8473
1,8474
1,8475
1,8481
1,8482
1,8483
1,8484
1,8485
1,8491
1,8492
1,8493
1,8494
1,8495
0,8501
0,8502
0,8503
0,8504
0,8505
5,8511
5,8512
5,8513
5,8514
5,8515
1,8521
1,8522
1,8523
1,8524
1,8525
5,8531
5,8532
5,8533
5,8534
5,8535
1,8541
1,8542
1,8543
1,8544
1,8545
0,8551
0,8552
0,8553
0,8554
0,8555
0,8561
0,8562
0,8563
0,8564
0,8565
1,8571
1,8572
1,8573
1,8574
1,8575
1,8581
1,8582
1,8583
1,8584
1,8585
1,8591
1,8592
1,8593
1,8594
1,8595
1,8601
1,8602
1,8603
1,8604
1,8605
5,8611
5,8612
5,8613
5,8614
5,8615
0,8621
0,8622
0,8623
0,8624
0,8625
1,8631
1,8632
1,8633
1,8634
1,8635
1,8641
1,8642
1,8643
1,8644
1,8645
5,8651
5,8652
5,8653
5,8654
5,8655
0,8661
0,8662
0,8663
0,8664
0,8665
1,8671
1,8672
1,8673
1,8674
1,8675
1,8681
1,8682
1,8683
1,8684
1,8685
0,8691
0,8692
0,8693
0,8694
0,8695
5,8701
5,8702
5,8703
5,8704
5,8705
5,8711
5,8712
5,8713
5,8714
5,8715
0,8721
0,8722
0,8723
0,8724
0,8725
5,8731
5,8732
5,8733
5,8734
5,8735
0,8741
0,8742
0,8743
0,8744
0,8745
5,8751
5,8752
5,8753
5,8754
5,8755
0,8761
0,8762
0,8763
0,8764
0,8765
1,8771
1,8772
1,8773
1,8774
1,8775
3,8781
3,8782
3,8783
3,8784
3,8785
1,8791
1,8792
1,8793
1,8794
1,8795
5,8801
5,8802
5,8803
5,8804
5,8805
1,8811
1,8812
1,8813
1,8814
1,8815
0,8821
0,8822
0,8823
0,8824
0,8825
1,8831
1,8832
1,8833
1,8834
1,8835
3,8841
3,8842
3,8843
3,8844
3,8845
1,8851
1,8852
1,8853
1,8854
1,8855
1,8861
1,8862
1,8863
1,8864
1,8865
1,8871
1,8872
1,8873
1,8874
1,8875
1,8881
1,8882
1,8883
1,8884
1,8885
1,8891
1,8892
1,8893
1,8894
1,8895
5,8901
5,8902
5,8903
5,8904
5,8905
1,8911
1,8912
1,8913
1,8914
1,8915
1,8921
1,8922
1,8923
1,8924
1,8925
1,8931
1,8932
1,8933
1,8934
1,8935
0,8941
0,8942
0,8943
0,8944
0,8945
3,8951
3,8952
3,8953
3,8954
3,8955
3,8961
3,8962
3,8963
3,8964
3,8965
5,8971
5,8972
5,8973
5,8974
5,8975
1,8981
1,8982
1,8983
1,8984
1,8985
0,8991
0,8992
0,8993
0,8994
0,8995
1,9001
1,9002
1,9003
1,9004
1,9005
0,9011
0,9012
0,9013
0,9014
0,9015
0,9021
0,9022
0,9023
0,9024
0,9025
1,9031
1,9032
1,9033
1,9034
1,9035
1,9041
1,9042
1,9043
1,9044
1,9045
0,9051
0,9052
0,9053
0,9054
0,9055
1,9061
1,9062
1,9063
1,9064
1,9065
3,9071
3,9072
3,9073
3,9074
3,9075
1,9081
1,9082
1,9083
1,9084
1,9085
5,9091
5,9092
5,9093
5,9094
5,9095
1,9101
1,9102
1,9103
1,9104
1,9105
3,9111
3,9112
3,9113
3,9114
3,9115
1,9121
1,9122
1,9123
1,9124
1,9125
5,9131
5,9132
5,9133
5,9134
5,9135
5,9141
5,9142
5,9143
5,9144
5,9145
5,9151
5,9152
5,9153
5,9154
5,9155
0,9161
0,9162
0,9163
0,9164
0,9165
5,9171
5,9172
5,9173
5,9174
5,9175
1,9181
1,9182
1,9183
1,9184
1,9185
1,9191
1,9192
1,9193
1,9194
1,9195
1,9201
1,9202
1,9203
1,9204
1,9205
1,9211
1,9212
1,9213
1,9214
1,9215
1,9221
1,9222
1,9223
1,9224
1,9225
3,9231
3,9232
3,9233
3,9234
3,9235
1,9241
1,9242
1,9243
1,9244
1,9245
5,9251
5,9252
5,9253
5,9254
5,9255
1,9261
1,9262
1,9263
1,9264
1,9265
1,9271
1,9272
1,9273
1,9274
1,9275
1,9281
1,9282
1,9283
1,9284
1,9285
3,9291
3,9292
3,9293
3,9294
3,9295
0,9301
0,9302
0,9303
0,9304
0,9305
1,9311
1,9312
1,9313
1,9314
1,9315
0,9321
0,9322
0,9323
0,9324
0,9325
5,9331
5,9332
5,9333
5,9334
5,9335
1,9341
1,9342
1,9343
1,9344
1,9345
0,9351
0,9352
0,9353
0,9354
0,9355
0,9361
0,9362
0,9363
0,9364
0,9365
1,9371
1,9372
1,9373
1,9374
1,9375
3,9381
3,9382
3,9383
3,9384
3,9385
5,9391
5,9392
5,9393
5,9394
5,9395
1,9401
1,9402
1,9403
1,9404
1,9405
1,9411
1,9412
1,9413
1,9414
1,9415
1,9421
1,9422
1,9423
1,9424
1,9425
0,9431
0,9432
0,9433
0,9434
0,9435
5,9441
5,9442
5,9443
5,9444
5,9445
1,9451
1,9452
1,9453
1,9454
1,9455
0,9461
0,9462
0,9463
0,9464
0,9465
1,9471
1,9472
1,9473
1,9474
1,9475
1,9481
1,9482
1,9483
1,9484
1,9485
1,9491
1,9492
1,9493
1,9494
1,9495
0,9501
0,9502
0,9503
0,9504
0,9505
1,9511
1,9512
1,9513
1,9514
1,9515
1,9521
1,9522
1,9523
1,9524
1,9525
5,9531
5,9532
5,9533
5,9534
5,9535
1,9541
1,9542
1,9543
1,9544
1,9545
1,9551
1,9552
1,9553
1,9554
1,9555
1,9561
1,9562
1,9563
1,9564
1,9565
1,9571
1,9572
1,9573
1,9574
1,9575
1,9581
1,9582
1,9583
1,9584
1,9585
0,9591
0,9592
0,9593
0,9594
0,9595
1,9601
1,9602
1,9603
1,9604
1,9605
5,9611
5,9612
5,9613
5,9614
5,9615
0,9621
0,9622
0,9623
0,9624
0,9625
1,9631
1,9632
1,9633
1,9634
1,9635
5,9641
5,9642
5,9643
5,9644
5,9645
1,9651
1,9652
1,9653
1,9654
1,9655
1,9661
1,9662
1,9663
1,9664
1,9665
0,9671
0,9672
0,9673
0,9674
0,9675
1,9681
1,9682
1,9683
1,9684
1,9685
3,9691
3,9692
3,9693
3,9694
3,9695
1,9701
1,9702
1,9703
1,9704
1,9705
5,9711
5,9712
5,9713
5,9714
5,9715
1,9721
1,9722
1,9723
1,9724
1,9725
1,9731
1,9732
1,9733
1,9734
1,9735
3,9741
3,9742
3,9743
3,9744
3,9745
1,9751
1,9752
1,9753
1,9754
1,9755
3,9761
3,9762
3,9763
3,9764
3,9765
0,9771
0,9772
0,9773
0,9774
0,9775
1,9781
1,9782
1,9783
1,9784
1,9785
5,9791
5,9792
5,9793
5,9794
5,9795
0,9801
0,9802
0,9803
0,9804
0,9805
1,9811
1,9812
1,9813
1,9814
1,9815
0,9821
0,9822
0,9823
0,9824
0,9825
1,9831
1,9832
1,9833
1,9834
1,9835
1,9841
1,9842
1,9843
1,9844
1,9845
3,9851
3,9852
3,9853
3,9854
3,9855
1,9861
1,9862
1,9863
1,9864
1,9865
1,9871
1,9872
1,9873
1,9874
1,9875
1,9881
1,9882
1,9883
1,9884
1,9885
1,9891
1,9892
1,9893
1,9894
1,9895
1,9901
1,9902
1,9903
1,9904
1,9905
0,9911
0,9912
0,9913
0,9914
0,9915
1,9921
1,9922
1,9923
1,9924
1,9925
1,9931
1,9932
1,9933
1,9934
1,9935
1,9941
1,9942
1,9943
1,9944
1,9945
3,9951
3,9952
3,9953
3,9954
3,9955
3,9961
3,9962
3,9963
3,9964
3,9965
1,9971
1,9972
1,9973
1,9974
1,9975
3,9981
3,9982
3,9983
3,9984
3,9985
1,9991
1,9992
1,9993
1,9994
1,9995
0,10001
0,10002
0,10003
0,10004
0,10005
5,10011
5,10012
5,10013
5,10014
5,10015
3,10021
3,10022
3,10023
3,10024
3,10025
0,10031
0,10032
0,10033
0,10034
0,10035
0,10041
0,10042
0,10043
0,10044
0,10045
3,10051
3,10052
3,10053
3,10054
3,10055
1,10061
1,10062
1,10063
1,10064
1,10065
5,10071
5,10072
5,10073
5,10074
5,10075
1,10081
1,10082
1,10083
1,10084
1,10085
5,10091
5,10092
5,10093
5,10094
5,10095
1,10101
1,10102
1,10103
1,10104
1,10105
3,10111
3,10112
3,10113
3,10114
3,10115
1,10121
1,10122
1,10123
1,10124
1,10125
0,10131
0,10132
0,10133
0,10134
0,10135
0,10141
0,10142
0,10143
0,10144
0,10145
5,10151
5,10152
5,10153
5,10154
5,10155
1,10161
1,10162
1,10163
1,10164
1,10165
1,10171
1,10172
1,10173
1,10174
1,10175
3,10181
3,10182
3,10183
3,10184
3,10185
0,10191
0,10192
0,10193
0,10194
0,10195
1,10201
1,10202
1,10203
1,10204
1,10205
1,10211
1,10212
1,10213
1,10214
1,10215
1,10221
1,10222
1,10223
1,10224
1,10225
1,10231
1,10232
1,10233
1,10234
1,10235
1,10241
1,10242
1,10243
1,10244
1,10245
5,10251
5,10252
5,10253
5,10254
5,10255
1,10261
1,10262
1,10263
1,10264
1,10265
0,10271
0,10272
0,10273
0,10274
0,10275
0,10281
0,10282
0,10283
0,10284
0,10285
0,10291
0,10292
0,10293
0,10294
0,10295
1,10301
1,10302
1,10303
1,10304
1,10305
1,10311
1,10312
1,10313
1,10314
1,10315
0,10321
0,10322
0,10323
0,10324
0,10325
1,10331
1,10332
1,10333
1,10334
1,10335
5,10341
5,10342
5,10343
5,10344
5,10345
0,10351
0,10352
0,10353
0,10354
0,10355
1,10361
1,10362
1,10363
1,10364
1,10365
0,10371
0,10372
0,10373
0,10374
0,10375
3,10381
3,10382
3,10383
3,10384
3,10385
1,10391
1,10392
1,10393
1,10394
1,10395
0,10401
0,10402
0,10403
0,10404
0,10405
1,10411
1,10412
1,10413
1,10414
1,10415
1,10421
1,10422
1,10423
1,10424
1,10425
1,10431
1,10432
1,10433
1,10434
1,10435
0,10441
0,10442
0,10443
0,10444
0,10445
1,10451
1,10452
1,10453
1,10454
1,10455
1,10461
1,10462
1,10463
1,10464
1,10465
0,10471
0,10472
0,10473
0,10474
0,10475
1,10481
1,10482
1,10483
1,10484
1,10485
1,10491
1,10492
1,10493
1,10494
1,10495
1,10501
1,10502
1,10503
1,10504
1,10505
1,10511
1,10512
1,10513
1,10514
1,10515
1,10521
1,10522
1,10523
1,10524
1,10525
5,10531
5,10532
5,10533
5,10534
5,10535
1,10541
1,10542
1,10543
1,10544
1,10545
1,10551
1,10552
1,10553
1,10554
1,10555
1,10561
1,10562
1,10563
1,10564
1,10565
1,10571
1,10572
1,10573
1,10574
1,10575
1,10581
1,10582
1,10583
1,10584
1,10585
1,10591
1,10592
1,10593
1,10594
1,10595
3,10601
3,10602
3,10603
3,10604
3,10605
1,10611
1,10612
1,10613
1,10614
1,10615
1,10621
1,10622
1,10623
1,10624
1,10625
5,10631
5,10632
5,10633
5,10634
5,10635
0,10641
0,10642
0,10643
0,10644
0,10645
1,10651
1,10652
1,10653
1,10654
1,10655
0,10661
0,10662
0,10663
0,10664
0,10665
0,10671
0,10672
0,10673
0,10674
0,10675
1,10681
1,10682
1,10683
1,10684
1,10685
5,10691
5,10692
5,10693
5,10694
5,10695
5,10701
5,10702
5,10703
5,10704
5,10705
0,10711
0,10712
0,10713
0,10714
0,10715
1,10721
1,10722
1,10723
1,10724
1,10725
0,10731
0,10732
0,10733
0,10734
0,10735
1,10741
1,10742
1,10743
1,10744
1,10745
3,10751
3,10752
3,10753
3,10754
3,10755
1,10761
1,10762
1,10763
1,10764
1,10765
0,10771
0,10772
0,10773
0,10774
0,10775
1,10781
1,10782
1,10783
1,10784
1,10785
3,10791
3,10792
3,10793
3,10794
3,10795
1,10801
1,10802
1,10803
1,10804
1,10805
0,10811
0,10812
0,10813
0,10814
0,10815
1,10821
1,10822
1,10823
1,10824
1,10825
1,10831
1,10832
1,10833
1,10834
1,10835
5,10841
5,10842
5,10843
5,10844
5,10845
5,10851
5,10852
5,10853
5,10854
5,10855
1,10861
1,10862
1,10863
1,10864
1,10865
0,10871
0,10872
0,10873
0,10874
0,10875
1,10881
1,10882
1,10883
1,10884
1,10885
1,10891
1,10892
1,10893
1,10894
1,10895
1,10901
1,10902
1,10903
1,10904
1,10905
1,10911
1,10912
1,10913
1,10914
1,10915
1,10921
1,10922
1,10923
1,10924
1,10925
1,10931
1,10932
1,10933
1,10934
1,10935
5,10941
5,10942
5,10943
5,10944
5,10945
0,10951
0,10952
0,10953
0,10954
0,10955
1,10961
1,10962
1,10963
1,10964
1,10965
1,10971
1,10972
1,10973
1,10974
1,10975
0,10981
0,10982
0,10983
0,10984
0,10985
1,10991
1,10992
1,10993
1,10994
1,10995
1,11001
1,11002
1,11003
1,11004
1,11005
1,11011
1,11012
1,11013
1,11014
1,11015
0,11021
0,11022
0,11023
0,11024
0,11025
1,11031
1,11032
1,11033
1,11034
1,11035
0,11041
0,11042
0,11043
0,11044
0,11045
1,11051
1,11052
1,11053
1,11054
1,11055
3,11061
3,11062
3,11063
3,11064
3,11065
0,11071
0,11072
0,11073
0,11074
0,11075
1,11081
1,11082
1,11083
1,11084
1,11085
1,11091
1,11092
1,11093
1,11094
1,11095
3,11101
3,11102
3,11103
3,11104
3,11105
1,11111
1,11112
1,11113
1,11114
1,11115
0,11121
0,11122
0,11123
0,11124
0,11125
1,11131
1,11132
1,11133
1,11134
1,11135
1,11141
1,11142
1,11143
1,11144
1,11145
1,11151
1,11152
1,11153
1,11154
1,11155
3,11161
3,11162
3,11163
3,11164
3,11165
0,11171
0,11172
0,11173
0,11174
0,11175
1,11181
1,11182
1,11183
1,11184
1,11185
1,11191
1,11192
1,11193
1,11194
1,11195
0,11201
0,11202
0,11203
0,11204
0,11205
0,11211
0,11212
0,11213
0,11214
0,11215
3,11221
3,11222
3,11223
3,11224
3,11225
0,11231
0,11232
0,11233
0,11234
0,11235
3,11241
3,11242
3,11243
3,11244
3,11245
3,11251
3,11252
3,11253
3,11254
3,11255
0,11261
0,11262
0,11263
0,11264
0,11265
1,11271
1,11272
1,11273
1,11274
1,11275
0,11281
0,11282
0,11283
0,11284
0,11285
0,11291
0,11292
0,11293
0,11294
0,11295
0,11301
0,11302
0,11303
0,11304
0,11305
3,11311
3,11312
3,11313
3,11314
3,11315
1,11321
1,11322
1,11323
1,11324
1,11325
1,11331
1,11332
1,11333
1,11334
1,11335
1,11341
1,11342
1,11343
1,11344
1,11345
1,11351
1,11352
1,11353
1,11354
1,11355
1,11361
1,11362
1,11363
1,11364
1,11365
1,11371
1,11372
1,11373
1,11374
1,11375
0,11381
0,11382
0,11383
0,11384
0,11385
1,11391
1,11392
3,11393
3,11394
1,11395
1,11401
1,11402
1,11403
1,11404
1,11405
0,11411
0,11412
0,11413
0,11414
